workout,start,end,exercise,weight,extraWeight,assistingWeight,distanceFT,reps,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76882E+12,1.76883E+12,Chest Press (Machine),55,,,,12,FALSE,FALSE,FALSE,1.76883E+12,,,5,4,4,5
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Press,168,,,,10,TRUE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Press,228,,,,10,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Press,228,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Press,258,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76839E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Adduction (Machine),145,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Adduction (Machine),150,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Adduction (Machine),160,,,,9,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Abduction (Machine),150,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Hip Abduction (Machine),155,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Curl (Seated),55,,,,12,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Curl (Seated),55,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Curl (Seated),55,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,10,,,,15,TRUE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,10,,,,15,TRUE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,10,,,,15,TRUE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,35,,,,10,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,35,,,,12,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Leg Extension,35,,,,12,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Calf Raise,90,,,,8,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Calf Raise,70,,,,9,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76839E+12,1.7684E+12,Calf Raise,70,,,,8,FALSE,FALSE,FALSE,1.7684E+12,,,10,8,7,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Hammer Curl (Dumbbell),20,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Hammer Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Hammer Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Shrug,40,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Pull-up (Assisted),,,70,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Pull-up (Assisted),,,55,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Pull-up (Assisted),,,55,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Pull-up (Assisted),,,55,,8,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),60,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),65,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),65,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Barbell),50,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Barbell),60,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Barbell),60,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Leg Raise (Capt Chair),,0,,,15,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Leg Raise (Capt Chair),,0,,,15,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Leg Raise (Capt Chair),,0,,,15,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Seated Cable),55,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Seated Cable),70,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Seated Cable),120,,,,4,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Row (Seated Cable),70,,,,14,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),55,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),55,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Bicep Curl (Machine),60,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Torso Rotation Machine,110,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Torso Rotation Machine,110,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Crunch (Machine),100,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Crunch (Machine),100,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Back Extension (Machine),100,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Back Extension (Machine),130,,,,10,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Back Extension (Machine),130,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7683E+12,1.76831E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76831E+12,,,10,10,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),80,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),100,,,,11,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),100,,,,9,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),50,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),50,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Chest Press (Machine),55,,,,18,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Press (Machine),90,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Press (Machine),95,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Press (Machine),100,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Pec Deck,75,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Pec Deck,80,,,,10,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Pec Deck,80,,,,10,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,30,,,,10,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,30,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,30,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,25,,,,8,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,20,,,,8,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Tricep Pushdown,15,,,,8,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Torso Rotation Machine,105,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Torso Rotation Machine,110,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Crunch (Machine),100,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.76822E+12,1.76822E+12,Crunch (Machine),105,,,,12,FALSE,FALSE,FALSE,1.76822E+12,,,10,9,4,
Uppers,1.76797E+12,1.76797E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Face Pull,25,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bench Press (Smith),75,,,,10,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bench Press (Smith),115,,,,5,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bench Press (Smith),95,,,,5,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bench Press (Smith),95,,,,8,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bicep Curl (Cable Bar),35,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bicep Curl (Cable Bar),42.5,,,,10,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Bicep Curl (Cable Bar),42.5,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Row (Barbell),50,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Row (Barbell),50,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Row (Barbell),50,,,,20,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Tricep Pushdown,30,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Tricep Pushdown,35,,,,12,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Tricep Pushdown,30,,,,16,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Leg Raise (Capt Chair),,0,,,15,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Leg Raise (Capt Chair),,0,,,15,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
Uppers,1.76797E+12,1.76797E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76797E+12,,,,,,
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Press,168,,,,10,TRUE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Press,208,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Press,228,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Press,238,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Shoulder Press (Machine),45,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Adduction (Machine),135,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Adduction (Machine),140,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Adduction (Machine),145,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Abduction (Machine),160,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Abduction (Machine),160,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Hip Abduction (Machine),160,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Rear Delt Fly (Machine),70,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Rear Delt Fly (Machine),70,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Rear Delt Fly (Machine),70,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Curl (Seated),55,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Curl (Seated),60,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Curl (Seated),60,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Extension,30,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Extension,35,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Leg Extension,40,,,,10,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Face Pull,15,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Face Pull,20,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Face Pull,25,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Torso Rotation Machine,100,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Torso Rotation Machine,100,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Crunch (Machine),90,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.76779E+12,1.76779E+12,Crunch (Machine),90,,,,12,FALSE,FALSE,FALSE,1.76779E+12,,,10,9,4,4
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Hammer Curl (Dumbbell),20,,,,12,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Hammer Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Hammer Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Shrug,40,,,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Shrug,40,,,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Shrug,40,,,,12,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Pull-up (Assisted),,,70,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.7677E+12,1.76771E+12,Pull-up (Assisted),,,55,,10,FALSE,FALSE,FALSE,1.7677E+12,,,,,,
